number_of_room,neighbourhood,material_quality,age,distance,number_of_bathroom,area,balcony,thermal_insulation_point,air_quality,price
4,Moderate,B,2.94,536.0,2,119.0,yes,23.4,27.6,783.7
3,Moderate,A,23.96,661.0,1,119.0,yes,36.1,22.0,434.1
2,Moderate,C,12.48,662.0,1,93.0,yes,26.2,22.4,428.5
3,Moderate,A,17.9,675.0,1,112.0,yes,28.2,32.3,390.2
4,Very High,B,1.01,676.0,2,151.0,yes,21.7,23.3,710.5
1,High,C,4.02,635.0,1,56.0,yes,24.6,34.9,503.4
3,Moderate,C,13.23,645.0,1,136.0,yes,41.8,21.9,552.2
3,Moderate,B,14.49,607.0,1,83.0,yes,40.6,14.5,582.1
4,Very High,C,4.15,682.0,2,145.0,yes,24.8,34.9,650.7
1,Very High,A,2.46,617.0,1,65.0,yes,23.0,24.0,652.4
3,Very High,C,20.6,639.0,1,89.0,no,43.5,35.7,584.2
4,Very High,A,5.02,668.0,2,141.0,yes,25.9,21.7,706.4
3,Moderate,B,26.48,701.0,1,120.0,yes,41.6,44.6,295.2
4,Very High,C,0.35,614.0,2,147.0,yes,21.3,19.3,838.0
3,Low,A,35.94,438.0,1,111.0,yes,27.3,51.6,615.4
3,Moderate,A,26.34,579.0,1,93.0,yes,23.3,45.2,462.6
3,Very High,C,14.66,543.0,1,119.0,yes,21.0,23.4,817.5
2,High,C,14.55,603.0,1,113.0,yes,25.7,20.3,624.9
4,High,B,9.48,561.0,2,149.0,,41.7,26.5,840.8
3,Moderate,C,11.54,545.0,1,110.0,yes,25.3,23.2,689.0
1,Very High,B,2.14,656.0,1,60.0,no,22.7,30.2,557.7
4,High,B,6.99,572.0,2,135.0,yes,29.4,19.6,813.6
3,Very Low,B,21.44,627.0,1,103.0,yes,35.6,20.7,357.1
3,High,A,15.36,674.0,1,149.0,,31.0,34.7,513.2
1,High,C,2.5,651.0,1,43.0,yes,23.0,46.5,433.8
4,High,B,7.78,637.0,2,153.0,,31.5,26.8,688.6
2,Very High,B,20.61,727.0,1,144.0,yes,31.5,20.8,468.2
4,Very High,B,4.6,695.0,2,171.0,no,25.3,20.6,689.2
2,Moderate,C,14.2,551.0,1,107.0,yes,30.8,27.3,639.9
2,Moderate,A,33.25,596.0,1,148.0,yes,21.3,34.3,452.7
1,Very High,B,2.06,705.0,1,63.0,yes,22.6,27.5,475.1
1,Very High,B,3.87,685.0,1,43.0,yes,24.4,34.4,468.1
2,Moderate,B,20.07,629.0,1,86.0,yes,39.3,45.6,406.0
3,Moderate,A,27.46,669.0,1,97.0,yes,29.3,26.1,353.0
3,Low,C,20.2,640.0,1,138.0,yes,28.7,26.0,417.1
2,High,C,38.3,628.0,1,89.0,no,33.1,34.8,398.4
4,Moderate,B,7.22,685.0,2,179.0,yes,30.0,22.1,565.1
4,Very High,C,0.63,637.0,2,174.0,yes,21.5,32.0,785.8
4,Very High,C,8.92,567.0,1,112.0,,36.6,35.1,816.1
2,Moderate,C,12.22,651.0,1,118.0,yes,31.1,35.3,450.8
2,Very Low,A,26.22,594.0,1,143.0,yes,22.7,30.5,361.2
4,Very High,,5.95,681.0,2,152.0,yes,27.3,46.5,623.4
1,High,B,4.52,648.0,1,68.0,no,25.2,65.3,407.0
4,Moderate,B,0.29,611.0,2,164.0,no,21.2,16.7,725.8
4,Very High,C,8.02,552.0,2,140.0,yes,32.3,20.7,924.8
4,Very High,C,3.44,630.0,2,116.0,yes,24.0,44.5,696.9
3,High,C,32.3,603.0,1,122.0,no,27.9,25.5,546.6
3,Moderate,B,22.41,518.0,1,80.0,yes,33.0,28.5,651.6
2,Low,A,29.51,683.0,1,76.0,no,39.7,19.4,242.0
1,Very High,D,5.27,700.0,1,61.0,yes,26.2,23.0,484.3
3,Low,C,22.44,309.0,1,104.0,yes,25.2,31.4,978.1
3,High,A,30.84,602.0,1,95.0,no,21.1,48.8,453.0
2,Low,C,22.7,686.0,1,76.0,yes,21.8,23.9,225.8
4,Very High,C,7.26,626.0,1,164.0,yes,30.1,35.7,750.5
4,High,B,1.83,574.0,1,157.0,yes,22.4,47.0,755.2
2,High,B,35.33,409.0,1,142.0,yes,26.2,29.0,885.7
3,High,B,11.94,686.0,1,143.0,yes,22.3,44.4,459.7
4,Very High,A,7.94,691.0,2,169.0,yes,32.0,36.9,645.8
3,Very Low,B,28.53,689.0,1,102.0,,22.7,21.2,172.1
3,Moderate,C,19.55,645.0,1,125.0,yes,31.3,26.8,472.2
4,High,A,4.45,683.0,2,139.0,yes,25.1,16.8,619.7
3,High,B,20.1,673.0,1,144.0,yes,30.7,20.8,521.0
3,Moderate,B,27.15,682.0,1,93.0,,24.1,42.3,271.9
4,Very High,B,9.65,689.0,2,111.0,no,44.5,20.1,652.6
2,High,C,18.62,618.0,1,121.0,yes,25.9,58.9,478.2
3,Moderate,B,18.33,581.0,1,122.0,yes,24.6,75.1,453.7
2,Moderate,B,27.17,633.0,1,135.0,yes,24.8,21.2,445.2
3,Low,C,15.12,571.0,1,73.0,yes,23.5,25.6,501.8
2,High,B,21.25,657.0,1,68.0,yes,28.8,26.8,429.1
4,Very High,A,1.74,690.0,2,133.0,yes,22.3,28.6,648.8
2,High,B,30.35,627.0,1,90.0,yes,22.2,68.1,333.3
4,High,A,9.64,693.0,2,142.0,no,44.2,25.8,589.0
2,Moderate,A,17.16,580.0,1,108.0,yes,22.6,31.8,541.0
4,Very High,B,8.11,564.0,2,160.0,yes,,31.2,893.8
4,Very High,B,0.83,668.0,2,146.0,no,21.6,29.5,704.8
4,High,C,5.94,688.0,2,146.0,yes,27.3,36.2,561.0
3,Moderate,B,31.6,671.0,1,73.0,,21.8,27.8,282.8
3,Moderate,B,15.31,692.0,1,141.0,no,24.1,21.5,422.1
2,Moderate,B,24.68,682.0,1,87.0,,23.8,25.4,304.5
4,Very High,A,6.13,680.0,2,112.0,no,27.6,22.9,648.7
4,High,C,0.04,496.0,1,187.0,,21.0,20.3,1012.6
3,Low,A,23.48,637.0,1,79.0,yes,23.3,19.1,353.6
3,Moderate,D,12.92,643.0,1,88.0,no,31.0,24.7,480.6
4,Very High,A,7.59,611.0,2,165.0,yes,31.0,76.0,688.2
3,Moderate,B,28.33,607.0,1,89.0,yes,31.9,26.0,463.5
1,Very High,A,5.77,633.0,1,53.0,yes,27.0,29.0,586.3
1,Very High,D,7.54,658.0,1,52.0,yes,30.8,21.2,556.7
4,Very High,B,4.35,702.0,1,147.0,yes,25.0,26.5,619.7
3,Moderate,B,12.68,603.0,1,150.0,yes,23.7,26.9,599.3
3,Moderate,,32.63,618.0,1,129.0,yes,32.7,24.9,463.5
3,High,C,33.59,614.0,1,85.0,,24.5,44.7,423.0
1,High,A,1.33,456.0,1,61.0,no,22.0,21.1,895.3
4,Moderate,C,9.55,522.0,2,131.0,yes,42.7,23.2,836.4
3,Low,A,18.17,632.0,1,114.0,yes,22.0,27.1,403.1
3,Low,A,23.19,542.0,1,96.0,yes,31.2,23.1,557.7
3,Low,A,21.35,575.0,1,117.0,yes,22.6,13.9,533.7
1,Very High,B,8.58,695.0,1,63.0,yes,34.7,32.6,468.7
4,Very High,B,6.24,660.0,2,144.0,yes,27.8,21.6,722.0
4,High,A,9.44,686.0,1,144.0,yes,41.2,18.8,601.3
1,Very High,C,6.03,700.0,1,54.0,no,27.5,16.6,493.0
1,High,B,8.42,574.0,1,60.0,,33.9,15.7,669.5
3,Very Low,B,12.4,707.0,1,130.0,yes,25.8,28.4,241.4
4,Very High,B,8.9,607.0,2,154.0,,36.5,29.6,813.8
3,Moderate,,16.63,685.0,1,75.0,yes,24.7,26.5,349.9
4,Very High,B,9.28,568.0,2,163.0,yes,39.5,23.8,916.5
2,High,A,22.13,663.0,1,114.0,no,28.3,46.5,404.6
3,Very High,A,22.53,629.0,1,129.0,yes,38.7,14.8,679.4
4,Very High,C,0.43,666.0,2,132.0,no,21.3,26.4,704.6
3,Moderate,C,31.44,663.0,1,93.0,yes,24.2,39.6,291.9
2,Moderate,B,19.24,686.0,1,124.0,yes,37.2,28.2,383.0
3,High,B,18.65,644.0,1,71.0,,23.2,46.8,425.9
3,Moderate,B,27.4,669.0,1,74.0,yes,26.5,25.7,325.8
3,Moderate,B,28.13,690.0,1,113.0,,24.8,24.8,319.9
2,Moderate,A,20.93,609.0,1,142.0,yes,21.1,15.9,539.1
2,Very Low,A,24.17,620.0,1,144.0,yes,21.3,31.0,320.0
4,Very High,C,4.9,650.0,1,130.0,yes,25.7,24.8,704.5
2,High,C,18.53,645.0,1,97.0,yes,24.3,30.3,477.4
2,Low,A,21.51,646.0,1,148.0,yes,36.3,35.8,377.2
2,Moderate,A,7.58,410.0,1,125.0,yes,23.8,25.4,953.3
4,Moderate,A,1.58,686.0,2,162.0,yes,22.2,22.4,560.8
4,Very High,C,1.2,690.0,2,113.0,yes,21.9,29.1,629.6
3,Very High,A,10.09,661.0,1,120.0,yes,24.7,33.3,600.1
2,Moderate,A,28.74,690.0,1,70.0,no,50.3,24.8,304.6
3,Moderate,C,18.06,312.0,1,72.0,yes,36.9,25.2,1075.6
4,High,A,5.35,623.0,2,180.0,yes,26.4,23.8,753.4
3,Moderate,C,14.82,613.0,1,64.0,no,26.1,36.9,460.4
4,Moderate,A,6.21,694.0,1,142.0,,27.8,21.4,497.1
4,Very High,A,7.43,625.0,2,176.0,yes,30.5,33.1,788.3
4,Very High,A,0.56,617.0,2,169.0,no,21.4,20.7,849.5
4,Very High,C,9.38,676.0,2,170.0,yes,40.5,29.9,703.3
3,Very High,C,26.21,610.0,1,63.0,yes,35.6,29.5,583.4
2,Moderate,C,37.32,653.0,1,128.0,yes,25.4,30.3,321.0
4,Very High,B,3.38,683.0,2,115.0,yes,23.9,31.0,631.8
4,High,,5.3,687.0,2,187.0,,26.3,38.1,600.3
3,Very Low,A,30.01,688.0,1,102.0,yes,25.9,27.1,156.4
2,High,B,25.73,617.0,1,145.0,yes,23.7,80.0,403.6
4,Very High,C,1.25,672.0,2,162.0,yes,21.9,40.5,681.8
4,High,A,7.25,487.0,2,164.0,yes,30.0,59.6,895.9
4,Moderate,A,8.9,626.0,2,138.0,yes,36.5,37.4,598.7
3,Very Low,A,22.81,649.0,1,84.0,yes,28.3,29.6,250.1
4,Very High,A,2.9,520.0,2,123.0,no,23.4,27.8,959.8
2,Moderate,A,35.81,658.0,1,124.0,yes,25.0,27.4,322.9
3,Very High,B,35.24,611.0,1,67.0,yes,22.5,22.8,527.7
4,High,B,9.37,589.0,2,113.0,no,40.4,25.6,752.0
4,High,C,2.51,600.0,2,154.0,yes,23.0,30.7,761.3
4,Very High,C,3.53,638.0,2,190.0,,24.0,35.3,780.1
3,Low,B,24.69,574.0,1,92.0,no,28.3,46.2,416.5
3,Moderate,B,20.62,584.0,1,124.0,yes,30.3,39.2,545.8
3,Moderate,B,23.87,687.0,1,116.0,yes,25.2,21.0,363.1
2,Low,B,26.91,593.0,1,136.0,yes,22.0,18.7,453.8
4,High,B,4.1,579.0,2,151.0,no,24.7,28.1,799.9
3,Low,B,22.04,617.0,1,73.0,yes,32.9,23.9,399.8
3,Very Low,B,19.49,523.0,1,86.0,yes,23.3,19.6,526.8
2,Low,B,18.75,572.0,1,107.0,yes,24.7,23.9,500.9
2,Low,B,12.61,652.0,1,65.0,no,23.2,26.2,331.5
2,Moderate,B,21.02,644.0,1,97.0,yes,24.2,24.7,409.5
3,High,C,24.87,510.0,1,114.0,yes,23.9,44.8,696.1
2,Moderate,C,13.42,556.0,1,69.0,yes,25.6,61.7,493.4
2,High,A,16.55,602.0,1,60.0,no,33.4,38.8,528.2
4,Very High,C,8.16,566.0,2,162.0,yes,32.9,21.9,917.4
1,High,B,1.73,446.0,1,59.0,yes,22.3,23.1,905.3
4,Very High,C,2.37,652.0,2,156.0,yes,22.9,26.6,747.1
3,Moderate,C,29.56,693.0,1,114.0,yes,24.0,21.5,314.7
4,High,B,6.8,554.0,1,185.0,yes,29.0,29.9,853.3
4,Moderate,A,7.36,593.0,2,157.0,yes,30.3,18.5,727.5
3,High,B,16.8,530.0,1,80.0,yes,30.3,32.1,715.5
1,Very High,B,2.16,636.0,1,46.0,yes,22.7,53.8,517.9
3,Low,B,25.23,544.0,1,79.0,yes,22.8,31.1,487.3
3,Moderate,B,14.64,643.0,1,69.0,yes,51.7,27.0,487.3
2,Very Low,A,8.62,641.0,1,94.0,yes,27.2,23.0,349.0
3,Moderate,C,24.92,605.0,1,115.0,yes,31.0,34.0,488.6
3,High,D,26.66,673.0,1,106.0,,22.6,46.7,360.8
3,Moderate,B,23.87,594.0,1,96.0,yes,27.8,41.1,470.7
3,Moderate,A,21.84,671.0,1,82.0,,23.4,26.2,353.0
2,Moderate,B,32.45,699.0,1,87.0,yes,25.6,25.1,233.9
2,Moderate,A,20.02,617.0,1,131.0,yes,25.1,45.1,447.0
3,Very High,C,16.5,619.0,1,145.0,yes,34.7,23.1,717.2
4,High,A,3.6,684.0,1,149.0,yes,24.1,25.5,590.0
1,Very High,B,7.39,645.0,1,55.0,,30.4,44.9,520.4
3,Very High,B,23.88,630.0,1,131.0,yes,23.6,40.3,573.0
3,Moderate,B,29.51,640.0,1,142.0,yes,27.5,40.3,399.9
4,Very High,C,8.56,494.0,2,143.0,yes,34.6,67.7,912.7
2,Very High,C,24.45,552.0,1,82.0,no,22.9,26.1,686.1
2,High,A,29.36,627.0,1,111.0,yes,24.8,39.4,442.4
2,Moderate,A,32.96,663.0,1,133.0,yes,47.4,26.3,385.8
4,High,A,8.27,433.0,2,121.0,yes,33.3,20.7,1061.5
4,High,C,8.83,666.0,2,123.0,yes,36.0,45.5,556.2
4,High,C,6.01,560.0,2,176.0,yes,27.4,27.9,856.4
2,Moderate,B,16.55,669.0,1,104.0,yes,24.3,33.5,370.0
3,Moderate,B,21.15,641.0,1,101.0,yes,22.1,38.9,395.9
2,Moderate,C,20.21,604.0,1,77.0,no,35.0,25.5,489.4
3,Moderate,A,26.17,524.0,1,149.0,yes,21.9,18.3,693.9
2,Moderate,C,10.7,679.0,1,67.0,yes,40.0,24.5,401.9
4,Very High,B,9.29,491.0,1,124.0,yes,39.5,45.6,947.9
4,High,B,9.49,609.0,2,129.0,yes,41.9,32.5,713.8
3,Low,B,28.8,627.0,1,116.0,yes,31.6,22.8,386.9
2,Very High,A,12.23,677.0,1,118.0,yes,28.6,43.8,515.4
2,Low,A,24.67,632.0,1,144.0,yes,24.4,33.3,365.4
3,Very High,C,19.67,568.0,1,90.0,yes,33.5,23.3,738.7
4,Very High,A,5.81,457.0,2,126.0,,27.1,24.2,1083.6
2,Low,B,18.78,543.0,1,98.0,yes,26.0,39.2,508.2
3,Very High,A,25.83,491.0,1,123.0,yes,22.0,48.5,793.1
4,High,B,1.19,678.0,2,174.0,no,21.9,30.4,639.0
4,Very High,B,6.74,686.0,2,147.0,yes,28.9,27.5,659.1
4,Very High,B,1.39,583.0,1,112.0,no,22.0,31.1,808.7
4,Moderate,C,7.02,471.0,2,132.0,,29.5,25.4,915.9
2,Moderate,B,13.23,369.0,1,91.0,yes,25.0,35.9,940.2
2,High,B,26.04,702.0,1,137.0,yes,22.0,21.0,388.3
4,Very High,B,5.61,638.0,2,120.0,yes,26.8,20.1,745.3
3,Very Low,C,19.59,492.0,1,127.0,yes,31.9,70.5,505.9
1,High,C,9.9,696.0,1,37.0,yes,53.1,32.7,399.1
3,Moderate,C,12.29,530.0,1,62.0,yes,23.0,38.9,618.4
3,Low,A,28.86,624.0,1,114.0,yes,24.5,32.8,349.1
2,Moderate,A,13.27,663.0,1,74.0,no,25.6,29.8,382.1
4,High,B,4.87,651.0,1,158.0,yes,25.7,16.9,681.1
3,Moderate,B,26.15,659.0,1,112.0,yes,22.9,23.8,387.6
4,Very High,A,3.3,679.0,2,144.0,yes,23.8,72.6,556.3
2,Moderate,B,19.04,661.0,1,87.0,yes,21.7,20.3,385.0
1,Very High,B,5.72,590.0,1,38.0,yes,26.9,36.7,632.2
4,Very High,B,9.96,606.0,1,131.0,yes,60.5,24.8,830.9
2,Moderate,C,19.26,688.0,1,149.0,yes,21.9,24.3,384.1
4,Moderate,A,7.2,715.0,2,123.0,yes,29.9,22.1,452.0
3,Very High,A,31.5,688.0,1,70.0,yes,26.2,42.1,360.3
3,Very Low,C,23.94,593.0,1,147.0,,23.8,25.4,415.6
1,Very High,B,3.33,551.0,1,73.0,yes,23.8,55.3,698.1
2,Moderate,C,20.28,681.0,1,135.0,yes,51.0,33.2,411.9
3,Moderate,B,28.04,655.0,1,79.0,yes,21.8,27.8,338.8
4,Moderate,A,5.89,655.0,2,144.0,,27.2,21.1,591.5
4,High,C,5.37,554.0,1,180.0,no,26.4,24.5,865.5
4,High,C,9.44,682.0,1,146.0,yes,41.1,22.6,600.5
4,Moderate,C,2.03,713.0,2,171.0,yes,22.6,29.4,498.0
4,Moderate,B,0.3,295.0,2,158.0,,21.2,29.8,1284.8
2,Moderate,B,18.62,501.0,1,127.0,yes,36.2,25.9,745.2
1,Very High,B,3.25,615.0,1,60.0,yes,23.8,35.1,618.5
2,Moderate,A,32.97,684.0,1,130.0,yes,24.7,14.9,328.2
3,High,C,17.56,628.0,1,108.0,,21.9,45.2,501.0
3,Low,A,25.58,655.0,1,145.0,,22.8,19.5,371.8
1,High,D,2.26,620.0,1,61.0,yes,22.8,38.2,534.0
1,High,B,6.82,391.0,1,68.0,yes,29.0,19.6,1013.7
2,High,,17.87,668.0,1,77.0,yes,22.0,27.2,421.1
2,Moderate,B,26.77,483.0,1,112.0,yes,22.5,29.6,682.1
2,Low,C,15.71,639.0,1,77.0,yes,24.6,20.8,368.5
3,High,C,21.2,690.0,1,96.0,yes,24.6,29.1,400.0
3,Very Low,C,26.83,610.0,1,76.0,yes,21.4,24.8,293.3
4,Very High,C,9.98,472.0,2,171.0,yes,65.9,20.0,1166.1
3,High,C,12.71,683.0,1,133.0,yes,33.9,21.9,535.1
4,Moderate,C,7.79,609.0,1,146.0,no,31.6,60.2,556.7
3,,A,20.44,630.0,1,69.0,yes,29.5,37.6,407.1
3,High,B,24.6,680.0,1,144.0,yes,24.5,34.5,433.6
3,High,A,18.28,668.0,1,126.0,yes,28.7,25.3,506.3
4,Very High,D,8.4,666.0,2,167.0,yes,33.8,42.9,676.2
4,High,C,7.19,451.0,2,171.0,no,29.9,36.2,1034.6
3,Moderate,A,19.24,641.0,1,89.0,no,36.0,43.8,409.0
2,Low,C,26.48,631.0,1,87.0,yes,31.5,25.5,335.6
1,High,C,7.32,670.0,1,45.0,yes,30.2,37.1,413.0
2,Moderate,A,27.71,558.0,1,66.0,yes,38.0,35.0,504.9
1,High,B,7.95,553.0,1,52.0,yes,32.1,42.7,627.5
2,Very Low,C,10.66,613.0,1,74.0,,23.8,44.0,307.5
2,Moderate,A,15.39,692.0,1,122.0,yes,25.9,18.8,393.6
3,Very Low,,3.24,651.0,1,100.0,yes,21.7,23.1,374.3
4,High,B,4.19,679.0,2,125.0,no,24.8,44.5,539.3
3,Low,C,21.13,667.0,1,78.0,yes,28.2,31.2,285.6
3,Low,D,25.69,630.0,1,101.0,yes,22.7,33.1,337.7
2,Moderate,C,15.27,598.0,1,71.0,yes,27.0,63.2,404.2
4,Very High,B,3.33,668.0,2,134.0,,23.8,21.2,705.8
4,Very High,C,2.32,668.0,2,150.0,yes,22.8,38.0,680.0
3,Moderate,C,12.89,561.0,1,150.0,yes,24.1,52.9,608.6
4,Very High,B,5.94,629.0,2,112.0,yes,27.3,35.1,713.1
3,Moderate,C,24.37,627.0,1,140.0,yes,25.4,44.7,434.8
3,Moderate,A,17.62,622.0,1,70.0,yes,25.1,28.7,454.0
3,Very Low,B,35.66,650.0,1,126.0,yes,31.4,26.3,234.7
4,Moderate,A,6.42,650.0,2,146.0,yes,28.2,28.7,581.6
3,Moderate,A,31.6,686.0,1,90.0,yes,27.2,30.3,275.4
4,Very High,A,1.15,494.0,2,146.0,,21.9,24.1,1048.8
3,Low,C,8.3,633.0,1,135.0,no,21.1,20.6,492.2
1,Very High,B,3.73,551.0,1,67.0,yes,24.3,29.0,761.9
2,Moderate,C,26.06,665.0,1,146.0,yes,21.9,30.9,369.5
3,Very Low,A,25.91,685.0,1,86.0,yes,28.4,28.9,168.8
4,Moderate,B,8.56,631.0,2,163.0,yes,34.6,37.3,612.5
3,Moderate,B,26.28,519.0,1,104.0,yes,30.4,21.1,667.2
3,Moderate,C,21.07,611.0,1,120.0,yes,25.1,33.2,493.8
3,Moderate,B,11.08,630.0,1,81.0,,33.7,39.0,475.2
3,Very Low,B,22.03,620.0,1,110.0,,29.8,20.3,363.6
4,High,C,5.21,613.0,2,123.0,yes,26.2,25.9,710.1
3,Moderate,B,17.53,591.0,1,108.0,yes,27.5,35.2,538.6
1,Very High,A,1.82,616.0,1,45.0,yes,22.4,45.7,578.0
4,Very High,A,0.2,519.0,1,175.0,yes,21.1,23.9,1017.5
1,,C,9.19,615.0,1,62.0,yes,38.6,33.0,623.1
3,Low,A,33.73,487.0,1,117.0,,44.8,33.2,625.1
4,Very High,C,5.09,55.0,1,148.0,yes,26.0,23.5,600.4
3,Moderate,B,25.34,629.0,1,70.0,yes,27.1,27.7,404.9
3,Moderate,C,30.13,278.0,1,102.0,yes,31.9,21.3,1104.4
3,Very High,C,13.92,455.0,1,89.0,no,21.7,18.0,974.7
3,High,D,21.25,644.0,1,131.0,no,29.9,30.0,530.3
2,High,B,19.61,689.0,1,80.0,no,32.1,27.0,395.3
4,Very High,C,2.38,434.0,2,134.0,,22.9,50.4,1075.0
3,Moderate,B,14.96,642.0,1,98.0,yes,26.8,51.9,399.4
1,High,B,8.04,410.0,1,70.0,yes,32.4,33.1,943.2
2,Moderate,B,17.88,633.0,1,121.0,yes,41.6,18.0,524.6
1,Very High,C,4.13,668.0,1,65.0,yes,24.7,48.6,483.3
4,Very High,D,1.52,622.0,2,134.0,yes,22.2,27.4,783.3
2,Very High,C,10.23,595.0,1,91.0,no,30.1,53.5,632.0
2,Moderate,B,21.81,602.0,1,84.0,yes,27.7,31.3,461.1
3,Low,B,14.59,629.0,1,120.0,,25.8,25.5,446.4
2,Moderate,C,21.75,589.0,1,83.0,yes,24.5,18.0,514.7
4,High,A,0.28,563.0,2,155.0,yes,21.2,27.5,849.9
3,Moderate,A,23.49,633.0,1,96.0,yes,38.7,29.5,451.9
3,High,B,18.95,627.0,1,127.0,yes,24.4,25.7,571.9
3,Moderate,B,15.71,526.0,1,61.0,yes,21.3,16.5,663.2
3,Moderate,B,26.41,566.0,1,138.0,no,21.8,29.8,570.5
3,Moderate,A,26.24,399.0,1,135.0,,27.2,34.5,883.8
4,Very High,A,0.36,710.0,2,186.0,yes,21.3,23.8,682.4
1,Very High,,7.64,634.0,1,47.0,no,31.1,52.7,512.3
2,Moderate,D,17.23,662.0,1,145.0,no,30.5,61.5,357.4
3,Moderate,B,27.94,706.0,1,88.0,no,21.0,20.3,270.1
4,Very High,B,6.44,623.0,2,153.0,yes,28.2,25.4,790.7
3,Moderate,C,2.3,612.0,1,84.0,yes,23.6,44.7,525.1
2,Low,A,21.76,691.0,1,125.0,yes,23.4,46.8,211.9
2,Moderate,C,24.02,679.0,1,129.0,yes,34.6,43.0,329.9
3,Moderate,C,20.52,516.0,1,109.0,yes,21.5,45.5,625.9
2,Moderate,A,9.12,602.0,1,64.0,yes,24.8,19.9,535.9
4,Very High,B,9.55,628.0,2,169.0,yes,42.7,24.9,810.4
4,Very High,C,0.87,670.0,2,169.0,yes,21.6,35.6,707.3
4,Moderate,C,6.07,514.0,2,188.0,,27.5,24.7,893.3
3,Moderate,B,20.73,439.0,1,97.0,yes,23.1,26.6,813.3
4,High,B,2.3,472.0,2,140.0,yes,22.8,29.8,993.7
3,Moderate,A,27.43,650.0,1,108.0,,23.9,25.6,390.8
2,Moderate,D,22.91,684.0,1,139.0,yes,29.7,17.2,396.4
2,Very Low,A,11.7,697.0,1,93.0,yes,24.8,39.4,175.6
1,Very High,C,7.15,668.0,1,72.0,yes,29.8,45.5,492.2
3,Moderate,B,21.38,533.0,1,62.0,yes,38.6,67.4,516.9
4,Very High,B,9.13,695.0,1,185.0,yes,38.1,20.4,687.4
3,Moderate,B,33.17,597.0,1,140.0,yes,,19.1,514.5
1,Very High,A,2.56,631.0,1,60.0,yes,23.1,20.7,629.3
4,Very High,A,6.32,511.0,2,157.0,yes,28.0,51.5,937.3
4,Very High,A,0.92,709.0,2,184.0,no,21.7,35.1,649.5
3,Moderate,A,29.94,623.0,1,100.0,yes,23.9,20.2,434.9
3,Low,C,31.6,573.0,1,62.0,yes,23.5,22.3,405.3
1,Very High,B,9.53,606.0,1,75.0,yes,42.4,35.6,651.9
3,Low,A,20.81,661.0,1,74.0,yes,26.7,29.4,296.7
1,High,D,3.92,423.0,1,64.0,yes,24.5,23.5,945.3
2,Moderate,C,26.59,606.0,1,63.0,no,23.3,23.3,419.0
4,High,C,5.29,600.0,2,183.0,yes,26.3,23.3,801.6
3,Moderate,D,21.2,641.0,1,92.0,yes,26.3,29.0,421.8
3,Low,A,20.8,703.0,1,139.0,yes,34.7,27.3,303.6
4,Very High,B,4.99,608.0,1,129.0,yes,25.8,23.5,786.5
3,High,C,13.96,671.0,1,105.0,,46.8,42.6,492.9
4,High,C,0.51,700.0,2,119.0,yes,21.4,40.7,517.1
3,High,A,21.63,496.0,1,72.0,no,27.5,30.5,744.3
3,Moderate,C,28.69,622.0,1,60.0,yes,24.9,33.4,370.0
3,Moderate,A,22.46,699.0,1,99.0,yes,23.5,19.6,331.5
1,High,A,4.87,546.0,1,46.0,no,25.7,20.2,699.7
1,High,B,9.97,662.0,1,36.0,yes,62.4,30.4,487.1
1,High,B,3.98,584.0,1,54.0,yes,24.6,20.4,637.6
2,Low,B,8.68,671.0,1,139.0,no,40.7,35.9,399.8
4,Very High,A,5.32,701.0,2,128.0,no,26.3,30.0,607.4
3,Low,C,25.65,684.0,1,139.0,no,24.5,23.1,304.0
4,High,B,0.72,559.0,2,171.0,yes,21.5,21.3,888.4
4,Very High,A,0.89,736.0,1,155.0,yes,21.7,30.8,563.9
2,Moderate,,13.87,557.0,1,139.0,yes,35.0,20.5,689.1
4,Moderate,D,1.33,601.0,2,172.0,yes,22.0,24.7,727.1
3,Low,C,25.27,673.0,1,105.0,yes,23.4,51.5,214.1
3,Moderate,C,16.01,523.0,1,113.0,yes,24.2,18.3,720.2
4,High,C,0.7,697.0,1,160.0,yes,21.5,36.4,557.6
4,Very High,B,2.05,685.0,2,114.0,yes,22.6,20.7,659.5
3,High,A,32.55,593.0,1,133.0,yes,22.8,32.0,547.5
3,Moderate,B,20.21,528.0,1,100.0,yes,24.9,33.3,635.5
4,High,B,1.37,658.0,2,113.0,yes,22.0,34.8,603.3
3,High,B,28.95,686.0,1,110.0,no,27.6,26.9,390.9
4,Very High,C,4.68,658.0,1,183.0,yes,25.4,49.8,675.4
3,Moderate,B,11.72,662.0,1,102.0,yes,29.3,19.4,476.0
4,Very High,A,2.01,530.0,2,180.0,yes,22.6,37.7,974.4
4,Moderate,A,2.42,665.0,2,169.0,yes,22.9,37.4,564.0
3,Low,C,20.36,598.0,1,76.0,no,25.3,16.0,454.2
4,Very High,A,3.99,603.0,2,187.0,yes,24.6,21.7,879.0
3,Moderate,C,22.55,690.0,1,73.0,,23.8,43.8,257.3
2,Moderate,B,11.79,620.0,1,144.0,no,22.1,18.2,566.2
3,Moderate,B,17.61,630.0,1,78.0,yes,,25.9,455.8
3,Moderate,B,17.83,625.0,1,91.0,no,24.3,25.1,476.3
4,Moderate,C,3.79,674.0,1,117.0,no,24.3,38.0,471.6
2,Very High,B,22.25,568.0,1,89.0,,32.1,31.9,677.5
3,High,C,22.03,640.0,1,126.0,yes,21.4,24.4,526.8
